seqnames	start	end	width	strand	Conc	Conc_DOX	Conc_none	Fold	p.value	FDR	peak	feature	start_position	end_position	feature_strand	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest	symbol	ENTREZID
chr3	12484596	12485634	1039	*	6.09	7.08	-0.16	7.24	3.84e-11	2.53e-09	3609	ENSG00000154743	12484432	12539623	+	inside	164	164	NearestLocation	TSEN2	80746
chr18	22913385	22914155	771	*	6.59	7.48	3.75	3.74	4.7e-11	3.07e-09	2424	ENSG00000266850	22723491	22907721	-	upstream	-5664	5664	NearestLocation	LOC101927571	101927571
chr16	22640651	22641664	1014	*	6	6.98	-0.16	7.15	4.95e-11	3.21e-09	2275	ENSG00000260905	22612543	22613483	-	upstream	-27168	27168	NearestLocation	NA	NA
chr9	124861259	124861978	720	*	6.09	7.08	-0.16	7.24	5.35e-11	3.45e-09	9516	ENSG00000136942	124857880	124861981	-	inside	722	3	NearestLocation	RPL35	11224
chr1	75785705	75786820	1116	*	6.88	7.67	4.99	2.68	5.46e-11	3.49e-09	651	ENSG00000137955	75786197	75795079	+	overlapStart	-492	492	NearestLocation	RABGGTB	5876
chr16	641887	642609	723	*	6.01	7	-0.16	7.16	5.8e-11	3.68e-09	2271	ENSG00000102854	643262	768865	+	upstream	-1375	653	NearestLocation	MSLN	10232
chr12	46259685	46261229	1545	*	5.97	6.96	-0.16	7.12	6.1e-11	3.84e-09	1872	ENSG00000111371	46183063	46270017	-	inside	10332	8788	NearestLocation	SLC38A1	81539
chr17	63082721	63083339	619	*	6.07	7.06	-0.16	7.22	6.11e-11	3.84e-09	2317	ENSG00000272383	63088162	63089197	-	downstream	6476	4823	NearestLocation	NA	NA
chr3	52685930	52686694	765	*	5.5	6.45	1.71	4.74	6.73e-11	4.2e-09	3614	ENSG00000163939	52545352	52685917	-	upstream	-13	13	NearestLocation	PBRM1	55193
chr1	19251415	19252131	717	*	5.96	6.95	-0.16	7.12	7.26e-11	4.5e-09	13	ENSG00000053372	19251539	19260128	+	overlapStart	-124	124	NearestLocation	MRTO4	51154
chr3	39406663	39407311	649	*	5.93	6.92	-0.16	7.08	7.75e-11	4.77e-09	3612	ENSG00000168028	39406689	39412542	+	overlapStart	-26	26	NearestLocation	RPSA	3921
chr6	159726562	159727256	695	*	6.1	7.09	-0.16	7.25	7.83e-11	4.79e-09	7938	ENSG00000146457	159725585	159756319	+	inside	977	977	NearestLocation	WTAP	9589
chr10	18681033	18682121	1089	*	5.96	6.95	-0.16	7.11	7.88e-11	4.79e-09	1301	ENSG00000165997	18659405	18681639	+	overlapEnd	21628	482	NearestLocation	ARL5B	221079
chr14	20247848	20249233	1386	*	5.95	6.94	-0.16	7.1	7.97e-11	4.81e-09	1981	ENSG00000176198	20242739	20243820	+	downstream	5109	4028	NearestLocation	OR11H4	390442
chr5	90473782	90474667	886	*	6.1	7.09	-0.16	7.25	8.26e-11	4.96e-09	6345	ENSG00000176055	90458203	90474768	-	inside	986	101	NearestLocation	MBLAC2	153364
chr16	18789452	18790309	858	*	5.98	6.96	-0.16	7.13	8.4e-11	5.01e-09	2273	ENSG00000134419	18781295	18790383	-	inside	931	74	NearestLocation	RPS15A	6210
chr6	52284238	52284772	535	*	6.11	7.1	-0.16	7.26	1.07e-10	6.36e-09	7604	ENSG00000112118	52264009	52284881	-	inside	643	109	NearestLocation	MCM3	4172
chr2	38376748	38377235	488	*	5.95	6.94	-0.16	7.1	1.1e-10	6.49e-09	2530	ENSG00000119787	38294880	38377285	-	inside	537	50	NearestLocation	ATL2	64225
chr3	196081286	196081958	673	*	6.08	7.07	-0.16	7.23	1.21e-10	7.06e-09	6003	ENSG00000072274	196027183	196082189	-	inside	903	231	NearestLocation	TFRC	7037
chr2	173354502	173355257	756	*	5.88	6.87	-0.16	7.03	1.35e-10	7.87e-09	3079	ENSG00000144354	173354820	173368997	+	overlapStart	-318	318	NearestLocation	CDCA7	83879
chr15	67906254	67907841	1588	*	5.91	6.9	-0.16	7.06	1.37e-10	7.92e-09	2141	ENSG00000206625	67839939	67840045	-	upstream	-66209	66209	NearestLocation	RNU6-1	26827
chr20	30031749	30032436	688	*	5.84	6.83	-0.16	6.99	1.55e-10	8.93e-09	3200	ENSG00000279540	29880384	29880463	-	upstream	-151286	151286	NearestLocation	NA	NA
chr1	154221004	154221638	635	*	5.94	6.93	-0.16	7.09	1.7e-10	9.74e-09	1130	ENSG00000143612	154206706	154220628	-	upstream	-376	376	NearestLocation	C1orf43	25912
chr1	42681346	42683365	2020	*	7.47	8.45	2.02	6.43	1.74e-10	9.91e-09	55	ENSG00000065978	42682395	42702349	+	overlapStart	-1049	970	NearestLocation	YBX1	4904
chr12	110468684	110469314	631	*	5.92	6.91	-0.16	7.07	1.85e-10	1.04e-08	1914	ENSG00000111231	110452484	110469268	-	overlapStart	584	46	NearestLocation	GPN3	51184
chr7	66920684	66921206	523	*	5.81	6.8	-0.16	6.96	1.92e-10	1.08e-08	8837	ENSG00000106609	66921225	66958551	+	upstream	-541	19	NearestLocation	TMEM248	55069
chr2	10447763	10448379	617	*	5.96	6.95	-0.16	7.11	2.03e-10	1.14e-08	2480	ENSG00000115758	10439968	10448504	-	inside	741	125	NearestLocation	ODC1	4953
chr2	241687058	241687936	879	*	5.81	6.8	-0.16	6.96	2.28e-10	1.27e-08	3120	ENSG00000168393	241675742	241686991	-	upstream	-67	67	NearestLocation	DTYMK	1841
chr2	43224853	43225556	704	*	5.91	6.9	-0.16	7.06	2.33e-10	1.29e-08	2547	ENSG00000152518	43222402	43226609	-	inside	1756	1053	NearestLocation	ZFP36L2	678
chr15	94482408	94483122	715	*	5.99	6.98	-0.16	7.14	2.51e-10	1.38e-08	2261	ENSG00000259331	94600014	94600821	+	upstream	-117606	116892	NearestLocation	NA	NA
chr15	94351771	94352822	1052	*	5.91	6.9	-0.16	7.07	3.83e-10	2.09e-08	2252	ENSG00000258632	94273496	94274005	+	downstream	78275	77766	NearestLocation	NA	NA
chr2	177212876	177213734	859	*	5.85	6.84	-0.16	7	3.85e-10	2.09e-08	3084	ENSG00000263721	177212726	177212799	+	downstream	150	77	NearestLocation	NA	NA
chr12	46210430	46211382	953	*	5.71	6.7	-0.16	6.86	4.11e-10	2.22e-08	1870	ENSG00000274591	46239106	46239473	-	downstream	29043	27724	NearestLocation	NA	NA
chr10	114703220	114703808	589	*	5.77	6.76	-0.16	6.92	4.39e-10	2.36e-08	1547	ENSG00000228169	114690143	114690634	-	upstream	-12586	12586	NearestLocation	NA	NA
chr1	247332000	247332546	547	*	5.85	6.84	-0.16	7	4.75e-10	2.53e-08	1250	ENSG00000162714	247297412	247331846	-	upstream	-154	154	NearestLocation	ZNF496	84838
chrX	119790991	119791628	638	*	5.72	6.71	-0.16	6.87	4.8e-10	2.55e-08	9657	ENSG00000198918	119786504	119791643	-	inside	652	15	NearestLocation	RPL39	6170
chr15	94399387	94400665	1279	*	5.75	6.74	-0.16	6.9	5.01e-10	2.64e-08	2257	ENSG00000258632	94273496	94274005	+	downstream	125891	125382	NearestLocation	NA	NA
chr8	108248010	108248732	723	*	5.79	6.71	2.49	4.22	5.33e-10	2.8e-08	9320	ENSG00000253754	108226200	108227544	+	downstream	21810	20466	NearestLocation	NA	NA
chr2	75585498	75587097	1600	*	5.25	6.21	1.05	5.16	5.42e-10	2.83e-08	2773	ENSG00000230477	75598071	75598559	+	upstream	-12573	10974	NearestLocation	NA	NA
chr2	61888113	61888669	557	*	5.71	6.7	-0.16	6.86	6.13e-10	3.18e-08	2658	ENSG00000173163	61888724	62147247	+	upstream	-611	55	NearestLocation	COMMD1	150684
chr13	32787864	32790978	3115	*	6.71	7.45	5.13	2.32	6.58e-10	3.4e-08	1965	ENSG00000277151	32782874	32788178	+	overlapEnd	4990	314	NearestLocation	NA	NA
chr6	139374685	139375382	698	*	5.7	6.68	-0.16	6.85	6.71e-10	3.45e-08	7932	ENSG00000164442	139371807	139374620	-	upstream	-65	65	NearestLocation	CITED2	10370
chr14	20229406	20230272	867	*	5.67	6.65	-0.16	6.81	7.13e-10	3.65e-08	1980	ENSG00000258806	20229402	20230341	+	inside	4	4	NearestLocation	NA	NA
chr10	95215748	95216449	702	*	5.64	6.63	-0.16	6.79	8.88e-10	4.52e-08	1518	ENSG00000234026	95228243	95231144	-	downstream	15396	11794	NearestLocation	NA	NA
chr5	134737918	134738435	518	*	5.67	6.65	-0.16	6.82	9.03e-10	4.57e-08	6490	ENSG00000164615	134738501	134752160	+	upstream	-583	66	NearestLocation	CAMLG	819
chr4	163494541	163495051	511	*	5.63	6.61	-0.16	6.77	9.31e-10	4.68e-08	6190	ENSG00000198498	163494442	163520539	+	inside	99	99	NearestLocation	TMA16	55319
chr12	75363690	75364585	896	*	5.64	6.63	-0.16	6.79	9.35e-10	4.68e-08	1894	ENSG00000180881	75275979	75390928	-	inside	27238	26343	NearestLocation	CAPS2	84698
chrUn_GL000216v2	260	817	558	*	5.77	6.75	-0.16	6.92	9.57e-10	4.77e-08	9547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr9	21802755	21803778	1024	*	5.59	6.58	-0.16	6.74	1.04e-09	5.17e-08	9346	ENSG00000264545	21802636	22032986	+	inside	119	119	NearestLocation	NA	NA
chr4	82428876	82429397	522	*	5.6	6.58	-0.16	6.74	1.16e-09	5.7e-08	6134	ENSG00000152795	82422564	82430225	-	inside	1349	828	NearestLocation	HNRNPDL	9987
chr18	14471002	14472641	1640	*	5.77	6.76	-0.16	6.92	1.36e-09	6.64e-08	2414	ENSG00000266242	14485806	14487501	+	upstream	-14804	13165	NearestLocation	NA	NA
chr9	107283440	107284006	567	*	5.79	6.78	-0.16	6.94	1.36e-09	6.64e-08	9382	ENSG00000119318	107283137	107332194	+	inside	303	303	NearestLocation	RAD23B	5887
chr10	118521516	118523859	2344	*	5.56	6.55	-0.16	6.71	1.37e-09	6.64e-08	1562	ENSG00000234309	118572871	118573620	+	upstream	-51355	49012	NearestLocation	NA	NA
chr2_KI270716v1_random	93150	93682	533	*	5.55	6.53	-0.16	6.69	1.77e-09	8.53e-08	3140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	99849370	99849929	560	*	5.22	6.17	1.31	4.86	1.78e-09	8.53e-08	835	ENSG00000162688	99850084	99924023	+	upstream	-714	155	NearestLocation	AGL	178
chr4	145098262	145098953	692	*	5.57	6.55	-0.16	6.71	1.79e-09	8.57e-08	6189	ENSG00000164162	144967112	145098541	-	overlapStart	279	279	NearestLocation	ANAPC10	10393
chr2	105329806	105330261	456	*	5.51	6.49	-0.16	6.65	1.92e-09	9.13e-08	2990	ENSG00000135966	105264391	105330034	-	overlapStart	228	227	NearestLocation	TGFBRAP1	9392
chr3	128123540	128124286	747	*	5.56	6.54	-0.16	6.71	2.02e-09	9.58e-08	4237	ENSG00000212344	128141875	128141977	-	downstream	18437	17589	NearestLocation	NA	NA
chr12	75387414	75388424	1011	*	5.6	6.59	-0.16	6.75	2.13e-09	1e-07	1895	ENSG00000180881	75275979	75390928	-	inside	3514	2504	NearestLocation	CAPS2	84698
chrX	103687127	103687850	724	*	5.61	6.53	2.39	4.14	2.33e-09	1.09e-07	9656	ENSG00000231154	103687284	103691772	+	overlapStart	-157	157	NearestLocation	NA	NA
chr12	8196280	8198246	1967	*	5.56	6.54	-0.16	6.71	2.43e-09	1.13e-07	1839	ENSG00000276417	8205984	8207397	+	upstream	-9704	7738	NearestLocation	NA	NA
chr2	86440529	86441064	536	*	5.47	6.45	-0.16	6.61	3.26e-09	1.51e-07	2963	ENSG00000115548	86440647	86492716	+	overlapStart	-118	118	NearestLocation	KDM3A	55818
chr6	10694871	10695363	493	*	5.47	6.45	-0.16	6.62	3.43e-09	1.59e-07	6854	ENSG00000137434	10671418	10694797	-	upstream	-74	74	NearestLocation	C6orf52	347744
chr2	85539205	85540382	1178	*	7.2	8.18	2.15	6.02	3.82e-09	1.76e-07	2960	ENSG00000168906	85539165	85545280	+	inside	40	40	NearestLocation	MAT2A	4144
chr6	85641983	85642715	733	*	5.5	6.48	-0.16	6.64	3.92e-09	1.79e-07	7923	ENSG00000135316	85607785	85643792	-	inside	1809	1077	NearestLocation	SYNCRIP	10492
chr10	118862412	118863195	784	*	5.18	6.14	1.05	5.08	4.67e-09	2.13e-07	1563	ENSG00000236058	118872054	118872602	-	downstream	10190	8859	NearestLocation	NA	NA
chr4	24583645	24584429	785	*	5.56	6.55	-0.16	6.71	5.06e-09	2.29e-07	6083	ENSG00000109606	24517441	24584550	-	inside	905	121	NearestLocation	DHX15	1665
chr7	29723147	29723954	808	*	5.1	6.05	1.05	5	5.09e-09	2.3e-07	7950	ENSG00000225264	29598795	29685255	-	upstream	-37892	37892	NearestLocation	NA	NA
chr17	67151950	67152556	607	*	5.4	6.38	-0.16	6.54	5.19e-09	2.33e-07	2321	ENSG00000264421	67224303	67225541	+	upstream	-72353	71747	NearestLocation	NA	NA
chr6	7389536	7390854	1319	*	5.37	6.35	-0.16	6.51	5.94e-09	2.66e-07	6701	ENSG00000164304	7326656	7389743	-	overlapStart	207	207	NearestLocation	CAGE1	285782
chr4	82372654	82373759	1106	*	5.37	6.35	-0.16	6.51	7.83e-09	3.49e-07	6133	ENSG00000272677	82374301	82384027	+	upstream	-1647	542	NearestLocation	LOC101928963	101928963
chr10	121308651	121309790	1140	*	5.31	6.29	-0.16	6.45	9.84e-09	4.36e-07	1571	ENSG00000222979	121410916	121411200	+	upstream	-102265	101126	NearestLocation	NA	NA
chr16	27129323	27130133	811	*	5.29	6.2	2.15	4.05	3.11e-08	1.37e-06	2277	ENSG00000261557	27133483	27135179	-	downstream	5856	3350	NearestLocation	NA	NA
chr17	55432655	55434056	1402	*	5.87	6.62	4.18	2.44	5.21e-08	2.29e-06	2304	ENSG00000108960	55392613	55421992	-	upstream	-10663	10663	NearestLocation	MMD	23531
chr5	36606137	36608740	2604	*	7.2	7.83	6.05	1.79	5.5e-08	2.41e-06	6275	ENSG00000079215	36606355	36688334	+	overlapStart	-218	218	NearestLocation	SLC1A3	6507
chr11	100152089	100152600	512	*	7.21	7.81	6.15	1.66	9.76e-08	4.25e-06	1759	ENSG00000255547	100336856	100337625	+	upstream	-184767	184256	NearestLocation	NA	NA
chr1	92030285	92030935	651	*	5.29	6.2	2.27	3.93	1.02e-07	4.41e-06	831	ENSG00000172031	92029982	92063536	+	inside	303	303	NearestLocation	EPHX4	253152
chr3	182116048	182117990	1943	*	5.45	6.34	2.71	3.64	2.17e-07	9.33e-06	5734	ENSG00000240478	182121884	182142137	+	upstream	-5836	3894	NearestLocation	NA	NA
chr3	152267451	152268818	1368	*	6.14	6.96	4.08	2.88	2.17e-07	9.33e-06	4271	ENSG00000229619	152262616	152269555	-	inside	2104	737	NearestLocation	MBNL1-AS1	401093
chr3	173021700	173023407	1708	*	5.23	6.13	2.27	3.86	2.37e-07	1.01e-05	4735	ENSG00000144962	172889358	173141268	-	inside	119568	117861	NearestLocation	SPATA16	83893
chr6	27837213	27837971	759	*	6.04	6.88	3.8	3.08	2.54e-07	1.08e-05	7002	ENSG00000233822	27837760	27865798	+	overlapStart	-547	211	NearestLocation	H2BC15	8341
chr1	45687950	45688989	1040	*	6.57	7.32	4.9	2.42	2.58e-07	1.09e-05	68	ENSG00000159592	45627304	45688113	-	overlapStart	163	163	NearestLocation	GPBP1L1	60313
chr3	184314587	184315132	546	*	6.84	7.81	2.27	5.53	3.14e-07	1.32e-05	5813	ENSG00000114867	184314495	184335358	+	inside	92	92	NearestLocation	EIF4G1	1981
chr3	176653601	176656013	2413	*	5.82	6.61	3.93	2.68	3.5e-07	1.47e-05	5256	ENSG00000223715	176604143	176635532	-	upstream	-18069	18069	NearestLocation	NA	NA
chr19	33795389	33796625	1237	*	8.41	8.88	7.7	1.18	5.25e-07	2.2e-05	2451	ENSG00000153885	33795933	33815763	+	overlapStart	-544	544	NearestLocation	KCTD15	79047
chr4	118278732	118279449	718	*	5.9	6.62	4.36	2.27	6.77e-07	2.82e-05	6142	ENSG00000275994	118279190	118279320	+	includeFeature	-458	129	NearestLocation	SNORA24	677809
chr6	52842070	52843239	1170	*	4.83	5.81	-0.16	5.97	6.85e-07	2.84e-05	7641	ENSG00000230375	52847910	52870329	-	downstream	28259	4671	NearestLocation	NA	NA
chr6	45445525	45446488	964	*	6.78	7.39	5.7	1.69	7.32e-07	3.02e-05	7088	ENSG00000271857	45421079	45422005	-	upstream	-23520	23520	NearestLocation	NA	NA
chr6_GL000255v2_alt	4466454	4467553	1100	*	6.03	6.71	4.68	2.03	1.33e-06	5.47e-05	7944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chrX	101390892	101391920	1029	*	6.24	7.02	4.46	2.56	1.67e-06	6.82e-05	9655	ENSG00000257529	101391011	101412297	+	overlapStart	-119	119	NearestLocation	RPL36A-HNRNPH2	100529097
chrUn_KI270438v1	108668	110648	1981	*	8.78	9.24	8.1	1.14	1.71e-06	6.97e-05	9584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr15	39680399	39681045	647	*	6.17	6.97	4.24	2.73	2.73e-06	0.000111	2112	ENSG00000259279	39593580	39594231	-	upstream	-86168	86168	NearestLocation	NA	NA
chr6	57172917	57174372	1456	*	6.27	6.99	4.76	2.23	6.13e-06	0.000248	7817	ENSG00000226803	57114894	57174236	-	overlapStart	1319	136	NearestLocation	NA	NA
chrUn_KI270438v1	103464	106958	3495	*	9.41	9.95	8.55	1.39	6.71e-06	0.00027	9583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr3	8961720	8963356	1637	*	6.39	7.13	4.8	2.33	7.75e-06	0.000311	3596	ENSG00000070950	8775402	8963773	-	inside	2053	417	NearestLocation	RAD18	56852
chr3	113019705	113021624	1920	*	6.93	7.6	5.62	1.99	8.31e-06	0.000332	4000	ENSG00000163608	113002440	113019861	-	overlapStart	156	156	NearestLocation	NEPRO	25871
chr6	47173010	47173557	548	*	4.48	5.45	-0.16	5.61	1.02e-05	0.000405	7291	ENSG00000153292	46997703	47042363	-	upstream	-130647	130647	NearestLocation	ADGRF1	266977
chr3	178185984	178186799	816	*	4.47	5.44	-0.16	5.6	1.14e-05	0.00045	5422	ENSG00000197584	178272932	178844429	+	upstream	-86948	86133	NearestLocation	KCNMB2	10242
chr3	187644921	187645810	890	*	4.74	5.65	1.71	3.95	1.19e-05	0.00047	5916	ENSG00000157005	187668906	187670399	-	downstream	25478	23096	NearestLocation	SST	6750
chr1	59495857	59496882	1026	*	4.77	5.68	1.71	3.97	1.25e-05	0.000492	254	ENSG00000172456	59296638	59767675	+	inside	199219	199219	NearestLocation	FGGY	55277
chr7	116511390	116513146	1757	*	7.07	7.61	6.21	1.41	1.57e-05	0.000615	9072	ENSG00000105974	116524785	116561184	+	upstream	-13395	11639	NearestLocation	CAV1	857
chr22	15947646	15948223	578	*	4.46	5.42	0.48	4.94	1.63e-05	0.000636	3382	ENSG00000233866	15914721	15915800	-	upstream	-31846	31846	NearestLocation	NA	NA
chr22	28126860	28127949	1090	*	5.66	6.42	3.97	2.45	1.73e-05	0.00067	3490	ENSG00000239249	28056153	28056453	-	upstream	-70407	70407	NearestLocation	NA	NA
chr3	171858837	171859596	760	*	4.48	5.45	-0.16	5.61	1.99e-05	0.000768	4614	ENSG00000186329	171843349	171938715	+	inside	15488	15488	NearestLocation	TMEM212	389177
chr1	39882784	39883394	611	*	5.66	6.5	3.44	3.06	2.08e-05	0.000802	30	ENSG00000043514	39841022	39883511	-	inside	727	117	NearestLocation	TRIT1	54802
chr9	122265063	122265803	741	*	6.14	6.8	4.92	1.88	2.16e-05	0.00083	9495	ENSG00000119446	122237624	122264839	-	upstream	-224	224	NearestLocation	RBM18	92400
chr10	42648535	42649950	1416	*	6.16	6.86	4.71	2.15	3.08e-05	0.00118	1331	ENSG00000196693	42574185	42638568	-	upstream	-9967	9967	NearestLocation	ZNF33B	7582
chr11	74632905	74633472	568	*	6.04	6.64	4.98	1.65	3.18e-05	0.00121	1654	ENSG00000254500	74652636	74652911	+	upstream	-19731	19164	NearestLocation	NA	NA
chr6	54232766	54233632	867	*	4.55	5.45	1.57	3.88	3.29e-05	0.00125	7753	ENSG00000137251	54307859	54390152	+	upstream	-75093	74227	NearestLocation	TINAG	27283
chr13	32761166	32762153	988	*	5.01	5.79	3.18	2.61	3.44e-05	0.0013	1964	ENSG00000207325	32763438	32763552	-	downstream	2386	1285	NearestLocation	NA	NA
chr12	5130343	5131349	1007	*	5.21	6.07	2.77	3.3	3.61e-05	0.00136	1819	ENSG00000130037	5043989	5046788	+	downstream	86354	83555	NearestLocation	KCNA5	3741
chrUn_KI270587v1	417	2762	2346	*	5.45	6.43	-0.16	6.59	4.25e-05	0.00159	9596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr6	45607440	45609172	1733	*	7.44	7.95	6.64	1.31	4.46e-05	0.00166	7105	ENSG00000261080	45573346	45576770	-	upstream	-30670	30670	NearestLocation	NA	NA
chr7	35096764	35098970	2207	*	5.76	6.46	4.3	2.16	4.61e-05	0.00171	8272	ENSG00000173852	34928876	35038271	-	upstream	-58493	58493	NearestLocation	DPY19L1	23333
chr17	69574515	69575068	554	*	6.17	6.92	4.53	2.39	4.87e-05	0.0018	2327	ENSG00000227517	69577251	69903000	+	upstream	-2736	2183	NearestLocation	LINC01483	101928122
chr21	8764031	8765398	1368	*	6	6.59	4.98	1.61	5.65e-05	0.00208	3298	ENSG00000279579	8759077	8761335	+	downstream	4954	2696	NearestLocation	LOC101930100	101930100
chr3	175438885	175440325	1441	*	4.24	5.21	-0.16	5.37	5.87e-05	0.00216	5101	ENSG00000199792	175397247	175397348	-	upstream	-41537	41537	NearestLocation	NA	NA
chr7	38189433	38191153	1721	*	5.84	6.47	4.69	1.78	7.14e-05	0.00261	8444	ENSG00000010270	38178222	38230671	+	inside	11211	11211	NearestLocation	STARD3NL	83930
chr6	79078228	79079000	773	*	6.24	7.19	2.29	4.9	7.3e-05	0.00266	7914	ENSG00000146247	78935867	79078236	-	overlapStart	8	8	NearestLocation	PHIP	55023
chr1	58162662	58163992	1331	*	5.54	6.19	4.33	1.86	7.32e-05	0.00266	199	ENSG00000233216	58228682	58229003	-	downstream	66341	64690	NearestLocation	NA	NA
chr1	84013694	84014294	601	*	4.2	5.15	0.37	4.79	7.41e-05	0.00268	769	ENSG00000229486	84015865	84018371	-	downstream	4677	1571	NearestLocation	NA	NA
chr6	125780389	125781317	929	*	5.48	6.28	3.51	2.77	8.72e-05	0.00314	7926	ENSG00000111912	125781161	125932030	+	overlapStart	-772	156	NearestLocation	NCOA7	135112
chr6	44769355	44770342	988	*	4.4	5.33	1.05	4.27	9.1e-05	0.00327	7063	ENSG00000270900	44898711	44899295	+	upstream	-129356	128369	NearestLocation	NA	NA
chr3	182396089	182397808	1720	*	6.08	6.65	5.12	1.53	9.15e-05	0.00327	5769	ENSG00000242012	182365147	182368256	+	downstream	30942	27833	NearestLocation	NA	NA
chr3	181307263	181308148	886	*	4.16	5.12	-0.16	5.28	9.18e-05	0.00327	5686	ENSG00000237806	181242345	181242901	-	upstream	-64362	64362	NearestLocation	NA	NA
chr4	128387550	128388903	1354	*	6.28	6.83	5.38	1.45	9.73e-05	0.00346	6157	ENSG00000251432	128292751	128519394	+	inside	94799	94799	NearestLocation	LINC02615	100507487
chr11	34657601	34658769	1169	*	4.13	5.1	-0.16	5.26	0.000103	0.00363	1585	ENSG00000135373	34621093	34661057	+	inside	36508	2288	NearestLocation	EHF	26298
chr3	181374883	181376491	1609	*	5.94	6.52	4.93	1.6	0.000105	0.0037	5692	ENSG00000241231	181421058	181442486	-	downstream	67603	44567	NearestLocation	NA	NA
chr20	30007567	30008271	705	*	4.48	5.36	1.84	3.52	0.000105	0.0037	3199	ENSG00000279540	29880384	29880463	-	upstream	-127104	127104	NearestLocation	NA	NA
chr7	88291870	88292719	850	*	5.52	6.16	4.36	1.8	0.000109	0.00383	8867	ENSG00000127954	88276429	88306891	-	inside	15021	14172	NearestLocation	STEAP4	79689
chr7	32125431	32127186	1756	*	5.53	6.22	4.15	2.08	0.00011	0.00383	8062	ENSG00000154678	31751179	32299329	-	inside	173898	172143	NearestLocation	PDE1C	5137
chr3	119853207	119854506	1300	*	4.37	5.34	-0.16	5.5	0.000113	0.00394	4172	ENSG00000240471	119791829	119792553	+	downstream	61378	60654	NearestLocation	NA	NA
chr5	158949053	158950119	1067	*	4.98	5.84	2.59	3.25	0.000131	0.00452	6598	ENSG00000253811	158983006	158984789	+	upstream	-33953	32887	NearestLocation	NA	NA
chr7	35118109	35118789	681	*	4.13	5.09	-0.16	5.25	0.000132	0.00455	8275	ENSG00000236592	35169224	35169535	+	upstream	-51115	50435	NearestLocation	NA	NA
chr3	177695488	177696568	1081	*	5.04	5.89	2.68	3.21	0.000134	0.0046	5349	ENSG00000277241	177700346	177701072	-	downstream	5584	3778	NearestLocation	NA	NA
chr3	169209720	169213096	3377	*	6.58	7.1	5.73	1.37	0.000146	0.005	4305	ENSG00000241383	169003074	169005466	+	downstream	206646	204254	NearestLocation	NA	NA
chr20	53073946	53075093	1148	*	6.49	7.09	5.44	1.65	0.000149	0.00507	3271	ENSG00000252629	53062617	53062701	+	downstream	11329	11245	NearestLocation	NA	NA
chr6	8812300	8813291	992	*	5.03	5.82	3.15	2.67	0.000149	0.00507	6753	ENSG00000230939	8784178	8785445	+	downstream	28122	26855	NearestLocation	NA	NA
chr10	22504181	22504743	563	*	6.42	6.94	5.61	1.33	0.000152	0.00514	1305	ENSG00000233451	22361172	22413067	+	downstream	143009	91114	NearestLocation	NA	NA
chr4	124903625	124905420	1796	*	6.39	6.96	5.43	1.53	0.000154	0.00519	6147	ENSG00000151458	124664052	124712732	-	upstream	-190893	190893	NearestLocation	ANKRD50	57182
chrUn_KI270751v1	146403	146972	570	*	4.8	5.63	2.64	2.99	0.000154	0.0052	9643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr21	35744923	35745670	748	*	4.08	5.04	-0.16	5.21	0.000163	0.00546	3338	ENSG00000230794	35713139	35732942	-	upstream	-11981	11981	NearestLocation	NA	NA
chr5	36373170	36374184	1015	*	5	5.79	3.14	2.65	0.000165	0.00552	6267	ENSG00000164188	36248434	36302114	-	upstream	-71056	71056	NearestLocation	RANBP3L	202151
chr6	56938166	56938742	577	*	4.14	5.07	0.84	4.23	0.000175	0.00582	7814	ENSG00000200224	56945730	56945836	+	upstream	-7564	6988	NearestLocation	NA	NA
